Tipologia grafo,Node,Degree Centrality,Betweenness Centrality,Closeness Centrality,Pagerank,Hubness,Authority
Grafo preferential attachment correct,Claudio Carpineto,0.02631578947368421,0.0,0.38,0.006737429527699008,0.007548717191824382,0.0075487171918243905
Grafo preferential attachment correct,Marco Pavan,0.013157894736842105,0.0,0.37623762376237624,0.004391809581694827,0.004842631577811863,0.004842631577811868
Grafo preferential attachment correct,Andrew Turpin,0.07894736842105263,0.0051825396825396775,0.4720496894409938,0.01667781250060019,0.02214899239020577,0.022148992390205784
Grafo preferential attachment correct,Julio Gonzalo,0.013157894736842105,0.0,0.38,0.0044938683299015555,0.004559786808276478,0.004559786808276479
Grafo preferential attachment correct,Lawrence Cavedon,0.02631578947368421,0.0,0.40641711229946526,0.0068433239902496,0.009549669217150848,0.009549669217150858
Grafo preferential attachment correct,Johanne R. Trippas,0.02631578947368421,0.0003859649122807017,0.38578680203045684,0.006839488275905738,0.007265872422288996,0.007265872422289003
Grafo preferential attachment correct,Jorge Carrillo-de-Albornoz,0.013157894736842105,0.0,0.38,0.0044938683299015555,0.004559786808276478,0.004559786808276489
Grafo preferential attachment correct,Maarten de Rijke,0.02631578947368421,0.0,0.40641711229946526,0.0068433239902496,0.009549669217150848,0.009549669217150858
Grafo preferential attachment correct,Arkaitz Zubiaga,0.013157894736842105,0.0,0.38,0.0044938683299015555,0.004559786808276478,0.004559786808276474
Grafo preferential attachment correct,Hideo Joho,0.02631578947368421,0.0,0.4175824175824176,0.006993877692236313,0.009674979794011232,0.009674979794011225
Grafo preferential attachment correct,Edgar Meij,0.02631578947368421,0.0,0.4175824175824176,0.006993877692236313,0.009674979794011232,0.009674979794011222
Grafo preferential attachment correct,Flora Salim,0.013157894736842105,0.0,0.38,0.0044938683299015555,0.004559786808276478,0.004559786808276483
Grafo preferential attachment correct,W. Bruce Croft,0.013157894736842105,0.0,0.38,0.0044938683299015555,0.004559786808276478,0.00455978680827648
Grafo preferential attachment correct,Víctor Fresno,0.02631578947368421,0.0,0.41081081081081083,0.0069376259635444346,0.00940241838608834,0.009402418386088351
Grafo preferential attachment correct,Raquel Martinez,0.013157894736842105,0.0,0.38,0.0044938683299015555,0.004559786808276478,0.004559786808276484
Grafo preferential attachment correct,Yongli Ren,0.02631578947368421,0.0,0.4175824175824176,0.006978447172871605,0.00945587499357092,0.009455874993570923
Grafo preferential attachment correct,Ryen W. White,0.02631578947368421,0.0008583959899749372,0.38578680203045684,0.00696979201678459,0.0061451469951001,0.006145146995100091
Grafo preferential attachment correct,Philippe Cudre-Mauroux,0.02631578947368421,0.002646198830409357,0.3877551020408163,0.0076180313260599125,0.005495966625169652,0.005495966625169638
Grafo preferential attachment correct,Djellel Difallah,0.02631578947368421,0.0,0.38578680203045684,0.007735853700194585,0.005629538874151481,0.005629538874151475
Grafo preferential attachment correct,Ujwal Gadiraju,0.06578947368421052,0.006096491228070175,0.4418604651162791,0.014564312752954663,0.01735183852393243,0.017351838523932434
Grafo preferential attachment correct,Tereza Iofciu,0.013157894736842105,0.0,0.3838383838383838,0.004448061310386706,0.0051151929857347535,0.005115192985734746
Grafo preferential attachment correct,Michele Catasta,0.013157894736842105,0.0,0.3838383838383838,0.004448061310386706,0.0051151929857347535,0.005115192985734743
Grafo preferential attachment correct,Wolfgang Nejdl,0.013157894736842105,0.0,0.3838383838383838,0.004448061310386706,0.0051151929857347535,0.005115192985734746
Grafo preferential attachment correct,Lei Han,0.039473684210526314,0.0,0.4418604651162791,0.009282095813704799,0.015001163579903566,0.015001163579903562
Grafo preferential attachment correct,Shazia Sadiq,0.013157894736842105,0.0,0.3838383838383838,0.004448061310386706,0.0051151929857347535,0.005115192985734737
Grafo preferential attachment correct,Peter A Bath,0.013157894736842105,0.0,0.3838383838383838,0.004448061310386706,0.0051151929857347535,0.005115192985734745
Grafo preferential attachment correct,"Dr. Wasim Ahmed, PhD",0.02631578947368421,0.0,0.41304347826086957,0.006932640153356754,0.010011281171029195,0.010011281171029186
Grafo preferential attachment correct,Karl Aberer,0.039473684210526314,0.0022339181286549705,0.4198895027624309,0.010100626156773691,0.010227709661882571,0.01022770966188258
Grafo preferential attachment correct,Alberto Tonon,0.02631578947368421,0.0,0.38578680203045684,0.007735853700194585,0.005629538874151481,0.005629538874151475
Grafo preferential attachment correct,Laura Sbaffi,0.02631578947368421,0.0,0.38578680203045684,0.007310094548585166,0.006049653255058724,0.0060496532550587175
Grafo preferential attachment correct,Claudiu S. Firan,0.013157894736842105,0.0,0.3838383838383838,0.004448061310386706,0.0051151929857347535,0.005115192985734743
Grafo preferential attachment correct,Elena Simperl,0.02631578947368421,0.0,0.40641711229946526,0.006876388424664876,0.009738719763106304,0.009738719763106312
Grafo preferential attachment correct,Cristina Sarasua,0.02631578947368421,0.0,0.4175824175824176,0.006978447172871605,0.00945587499357092,0.00945587499357092
Grafo preferential attachment correct,Luis-Daniel Ibáñez,0.013157894736842105,0.0,0.38,0.004432630791021997,0.004896088185294442,0.0048960881852944445
Grafo preferential attachment correct,Marco Basaldella,0.039473684210526314,0.0002923976608187134,0.38578680203045684,0.009898184425318382,0.007782344846408618,0.007782344846408625
Grafo preferential attachment correct,Mattia Zeni,0.013157894736842105,0.0,0.38,0.004432630791021997,0.004896088185294442,0.004896088185294441
Grafo preferential attachment correct,Dante Degl'Innocenti,0.013157894736842105,0.0,0.38,0.004432630791021997,0.004896088185294442,0.004896088185294451
Grafo preferential attachment correct,Pavlos Vougiouklis,0.013157894736842105,0.0,0.38,0.004432630791021997,0.004896088185294442,0.0048960881852944445
Grafo preferential attachment correct,Jonathon Hare,0.013157894736842105,0.0,0.38,0.004432630791021997,0.004896088185294442,0.004896088185294444
Grafo preferential attachment correct,Carlo Alberto Beltrami,0.02631578947368421,0.0,0.38190954773869346,0.007237069413574238,0.00560712636505916,0.005607126365059158
Grafo preferential attachment correct,Richard Gomer,0.013157894736842105,0.0,0.38,0.004432630791021997,0.004896088185294442,0.0048960881852944445
