Tipologia grafo,Node,Degree Centrality,Betweenness Centrality,Closeness Centrality,Pagerank,Hubness,Authority
Grafo Originale,Ben Carterette,0.013157894736842105,0.0,0.3671497584541063,0.005241945530069459,0.0077455456333433105,0.007745545633343317
Grafo Originale,Luca Vassena,0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730325,0.006951910803730337
Grafo Originale,Luca Di Gaspero,0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730325,0.006951910803730342
Grafo Originale,Carlo Tasso,0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730325,0.0069519108037303405
Grafo Originale,Paolo Coppola,0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730325,0.0069519108037303275
Grafo Originale,Omar Alonso,0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730325,0.00695191080373034
Grafo Originale,Elena Nazzi,0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730325,0.006951910803730336
Grafo Originale,Giorgio Brajnik,0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730325,0.006951910803730337
Grafo Originale,Fabio Crestani,0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730325,0.006951910803730337
Grafo Originale,Claudio Carpineto,0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730325,0.006951910803730337
Grafo Originale,Marco Pavan,0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730325,0.006951910803730336
Grafo Originale,Andrew Turpin,0.02631578947368421,0.0,0.3958333333333333,0.009034146746492187,0.013436028633198314,0.013436028633198326
Grafo Originale,Julio Gonzalo,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503782
Grafo Originale,Lawrence Cavedon,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.0058202866255037825
Grafo Originale,Johanne R. Trippas,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503779
Grafo Originale,Jorge Carrillo-de-Albornoz,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503782
Grafo Originale,Maarten de Rijke,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503778
Grafo Originale,Arkaitz Zubiaga,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503779
Grafo Originale,Hideo Joho,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503779
Grafo Originale,Edgar Meij,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.00582028662550378
Grafo Originale,Flora Salim,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503784
Grafo Originale,W. Bruce Croft,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503779
Grafo Originale,Víctor Fresno,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.00582028662550378
Grafo Originale,Raquel Martinez,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503782
Grafo Originale,Yongli Ren,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.005820286625503782
Grafo Originale,Ryen W. White,0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503779,0.00582028662550378
Grafo Originale,Philippe Cudre-Mauroux,0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.006556396277761326
Grafo Originale,Djellel Difallah,0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.006556396277761329
Grafo Originale,Ujwal Gadiraju,0.02631578947368421,0.0,0.39790575916230364,0.009180381173494748,0.01304051410722933,0.013040514107229319
Grafo Originale,Tereza Iofciu,0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.0065563962777613295
Grafo Originale,Michele Catasta,0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.006556396277761328
Grafo Originale,Wolfgang Nejdl,0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.006556396277761328
Grafo Originale,Lei Han,0.02631578947368421,0.0,0.39790575916230364,0.009180381173494748,0.01304051410722933,0.013040514107229319
Grafo Originale,Shazia Sadiq,0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.006556396277761332
Grafo Originale,Peter A Bath,0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.006556396277761328
Grafo Originale,"Dr. Wasim Ahmed, PhD",0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.006556396277761329
Grafo Originale,Karl Aberer,0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.006556396277761325
Grafo Originale,Alberto Tonon,0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.006556396277761328
Grafo Originale,Laura Sbaffi,0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.0065563962777613295
Grafo Originale,Claudiu S. Firan,0.013157894736842105,0.0,0.36893203883495146,0.005649709060115351,0.006556396277761337,0.006556396277761326
Grafo Originale,Elena Simperl,0.013157894736842105,0.0,0.3438914027149321,0.005478724061431346,0.00648411782946799,0.0064841178294679875
Grafo Originale,Cristina Sarasua,0.013157894736842105,0.0,0.3438914027149321,0.005478724061431346,0.00648411782946799,0.0064841178294679875
Grafo Originale,Luis-Daniel Ibáñez,0.013157894736842105,0.0,0.3438914027149321,0.005478724061431346,0.00648411782946799,0.006484117829467988
Grafo Originale,Marco Basaldella,0.013157894736842105,0.0,0.3438914027149321,0.005478724061431346,0.00648411782946799,0.0064841178294679875
Grafo Originale,Mattia Zeni,0.013157894736842105,0.0,0.3438914027149321,0.005478724061431346,0.00648411782946799,0.0064841178294679875
Grafo Originale,Dante Degl'Innocenti,0.013157894736842105,0.0,0.3438914027149321,0.005478724061431346,0.00648411782946799,0.006484117829467985
Grafo Originale,Pavlos Vougiouklis,0.013157894736842105,0.0,0.3438914027149321,0.005478724061431346,0.00648411782946799,0.0064841178294679875
Grafo Originale,Jonathon Hare,0.013157894736842105,0.0,0.3438914027149321,0.005478724061431346,0.00648411782946799,0.006484117829467988
Grafo Originale,Carlo Alberto Beltrami,0.013157894736842105,0.0,0.3438914027149321,0.005478724061431346,0.00648411782946799,0.0064841178294679875
Grafo Originale,Richard Gomer,0.013157894736842105,0.0,0.3438914027149321,0.005478724061431346,0.00648411782946799,0.006484117829467989
